run_id	completed_at_utc	stage	mode	slot_id	objective_id	status	candidate_ref	incumbent_run_id	manual_version	evaluator_version	research_dataset_id	validation_set_id	universe_id	chain_id	live_truth_source_id	primary_score	incumbent_score	delta_score	guardrail_pass	return_ann_pct	max_drawdown_pct	turnover_ann_pct	costs_total_bps	description	benchmark_id	constituent_count_avg	weight_max_pct	gross_exposure_avg_pct	net_exposure_avg_pct	leverage_avg	borrow_cost_bps	euler_market_set_id	euler_health_min
challenger_running-onboarding.default_basket-20260401T110018714z-basket-core-h7-p100-c2-cap18-a0-r300-v1	2026-04-01T11:00:18.714Z	challenger_running	basket	onboarding.default_basket	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.default_basket:core-h7-p100-c2-cap18-a0-r300:v1	challenger_running-onboarding.default_basket-20260401T110018704z-basket-starter-h6-p100-c5-cap18-a0-r300-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0.998019	1.405954	-0.407935	true	24.6448	11.5077	0	0	basket_policy_profile;profile_id=broader_core_same_breadth_lighter_cash;candidate_family_id=core_low_cash;candidate_family_class=core_universe_capital_mix;anchor_basket=mag7;selection_universe=core_universe;top_n=7;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=18;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=2;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=300	basket.sp500_core_v1	7	16.5511						
challenger_running-onboarding.default_basket-20260401T110018714z-basket-core-h7-p100-c2-cap18-a12-r300-v1	2026-04-01T11:00:18.714Z	challenger_running	basket	onboarding.default_basket	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.default_basket:core-h7-p100-c2-cap18-a12-r300:v1	challenger_running-onboarding.default_basket-20260401T110018704z-basket-starter-h6-p100-c5-cap18-a0-r300-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	1.028367	1.405954	-0.377587	true	24.7822	11.3017	0	0	basket_policy_profile;profile_id=broader_core_same_breadth_lighter_cash_anchor_bias;candidate_family_id=core_low_cash_anchored;candidate_family_class=core_universe_capital_mix;anchor_basket=mag7;selection_universe=core_universe;top_n=7;starter_bias_pct=12;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=18;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=2;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=300	basket.sp500_core_v1	7	17.0938						
challenger_running-onboarding.default_basket-20260401T110018716z-basket-core-h6-p100-c2-cap18-a0-r300-v1	2026-04-01T11:00:18.716Z	challenger_running	basket	onboarding.default_basket	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.default_basket:core-h6-p100-c2-cap18-a0-r300:v1	challenger_running-onboarding.default_basket-20260401T110018704z-basket-starter-h6-p100-c5-cap18-a0-r300-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0.947798	1.405954	-0.458156	true	24.9253	12.4134	0	0	basket_policy_profile;profile_id=broader_core_focused_lighter_cash;candidate_family_id=core_focus_low_cash;candidate_family_class=core_universe_capital_mix;anchor_basket=mag7;selection_universe=core_universe;top_n=6;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=18;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=2;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=300	basket.sp500_core_v1	6	18						
challenger_running-onboarding.default_basket-20260401T110018717z-basket-core-h6-p100-c5-cap16-a0-r300-v1	2026-04-01T11:00:18.717Z	challenger_running	basket	onboarding.default_basket	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.default_basket:core-h6-p100-c5-cap16-a0-r300:v1	challenger_running-onboarding.default_basket-20260401T110018704z-basket-starter-h6-p100-c5-cap18-a0-r300-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0.91532	1.405954	-0.490634	true	23.9258	11.7619	0	0	basket_policy_profile;profile_id=broader_core_focused_tighter_cap;candidate_family_id=core_focus_tighter_cap;candidate_family_class=core_universe_risk_controls;anchor_basket=mag7;selection_universe=core_universe;top_n=6;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=16;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=5;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=300	basket.sp500_core_v1	6	16						
challenger_running-onboarding.alt_basket_1-20260401T110018720z-basket-starter-h5-p140-c8-cap22-a0-r325-v1	2026-04-01T11:00:18.720Z	challenger_running	basket	onboarding.alt_basket_1	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_1:starter-h5-p140-c8-cap22-a0-r325:v1	baseline-onboarding.alt_basket_1-20260401T110018697z-basket-baseline-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0.791675	0.794121	-0.002446	true	23.7993	13.4391	0	0	basket_policy_profile;profile_id=higher_conviction;candidate_family_id=starter_conviction_up;candidate_family_class=starter_reshaping;anchor_basket=ai_infra;selection_universe=starter_only;top_n=5;starter_bias_pct=0;weighting_curve=signal_score_power;weight_exponent=1.4;cap_policy=single_name_max_weight_pct;max_weight_pct=22;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=8;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=325	basket.sp500_core_v1	5	22						
challenger_running-onboarding.alt_basket_1-20260401T110018721z-basket-starter-h5-p100-c2-cap22-a0-r325-v1	2026-04-01T11:00:18.721Z	challenger_running	basket	onboarding.alt_basket_1	basket_excess_calmar_after_cost_v1	keep	basket-challenger:onboarding.alt_basket_1:starter-h5-p100-c2-cap22-a0-r325:v1	baseline-onboarding.alt_basket_1-20260401T110018697z-basket-baseline-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0.855284	0.794121	0.061163	true	25.0362	13.8858	0	0	basket_policy_profile;profile_id=lighter_cash;candidate_family_id=starter_low_cash;candidate_family_class=starter_capital_mix;anchor_basket=ai_infra;selection_universe=starter_only;top_n=5;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=22;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=2;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=325	basket.sp500_core_v1	5	22						
challenger_running-onboarding.alt_basket_1-20260401T110018723z-basket-starter-h5-p100-c8-cap20-a0-r325-v1	2026-04-01T11:00:18.723Z	challenger_running	basket	onboarding.alt_basket_1	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_1:starter-h5-p100-c8-cap20-a0-r325:v1	challenger_running-onboarding.alt_basket_1-20260401T110018721z-basket-starter-h5-p100-c2-cap22-a0-r325-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0.778903	0.855284	-0.076381	true	23.3707	13.1092	0	0	basket_policy_profile;profile_id=tighter_cap;candidate_family_id=starter_tighter_cap;candidate_family_class=starter_risk_controls;anchor_basket=ai_infra;selection_universe=starter_only;top_n=5;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=20;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=8;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=325	basket.sp500_core_v1	5	20						
challenger_running-onboarding.alt_basket_1-20260401T110018724z-basket-core-h6-p100-c8-cap22-a0-r325-v1	2026-04-01T11:00:18.724Z	challenger_running	basket	onboarding.alt_basket_1	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_1:core-h6-p100-c8-cap22-a0-r325:v1	challenger_running-onboarding.alt_basket_1-20260401T110018721z-basket-starter-h5-p100-c2-cap22-a0-r325-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0.87554	0.855284	0.020256	true	23.5459	11.8624	0	0	basket_policy_profile;profile_id=broader_core;candidate_family_id=core_entry;candidate_family_class=core_universe_expansion;anchor_basket=ai_infra;selection_universe=core_universe;top_n=6;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=22;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=8;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=325	basket.sp500_core_v1	6	17.8065						
challenger_running-onboarding.alt_basket_1-20260401T110018725z-basket-core-h6-p100-c8-cap22-a12-r325-v1	2026-04-01T11:00:18.725Z	challenger_running	basket	onboarding.alt_basket_1	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_1:core-h6-p100-c8-cap22-a12-r325:v1	challenger_running-onboarding.alt_basket_1-20260401T110018721z-basket-starter-h5-p100-c2-cap22-a0-r325-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0.86992	0.855284	0.014636	true	23.6748	12.0872	0	0	basket_policy_profile;profile_id=broader_core_anchor_bias;candidate_family_id=core_entry_anchored;candidate_family_class=core_universe_expansion;anchor_basket=ai_infra;selection_universe=core_universe;top_n=6;starter_bias_pct=12;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=22;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=8;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=325	basket.sp500_core_v1	6	18.4092						
challenger_running-onboarding.alt_basket_1-20260401T110018726z-basket-core-h5-p100-c2-cap22-a0-r325-v1	2026-04-01T11:00:18.726Z	challenger_running	basket	onboarding.alt_basket_1	basket_excess_calmar_after_cost_v1	keep	basket-challenger:onboarding.alt_basket_1:core-h5-p100-c2-cap22-a0-r325:v1	challenger_running-onboarding.alt_basket_1-20260401T110018721z-basket-starter-h5-p100-c2-cap22-a0-r325-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0.958728	0.855284	0.103444	true	26.0547	13.4499	0	0	basket_policy_profile;profile_id=broader_core_same_breadth_lighter_cash;candidate_family_id=core_low_cash;candidate_family_class=core_universe_capital_mix;anchor_basket=ai_infra;selection_universe=core_universe;top_n=5;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=22;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=2;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=325	basket.sp500_core_v1	5	22						
challenger_running-onboarding.alt_basket_1-20260401T110018727z-basket-core-h5-p100-c2-cap22-a0-r275-v1	2026-04-01T11:00:18.727Z	challenger_running	basket	onboarding.alt_basket_1	basket_excess_calmar_after_cost_v1	keep	basket-challenger:onboarding.alt_basket_1:core-h5-p100-c2-cap22-a0-r275:v1	challenger_running-onboarding.alt_basket_1-20260401T110018726z-basket-core-h5-p100-c2-cap22-a0-r325-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	1.008909	0.958728	0.050181	true	26.3715	12.9752	3.3476	12.0807	basket_policy_profile;profile_id=broader_core_same_breadth_lighter_cash_lower_rebalance;candidate_family_id=core_low_cash_lower_rebalance;candidate_family_class=core_universe_rebalance_controls;anchor_basket=ai_infra;selection_universe=core_universe;top_n=5;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=22;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=2;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=275	basket.sp500_core_v1	5	22						
challenger_running-onboarding.alt_basket_1-20260401T110018728z-basket-core-h5-p100-c2-cap22-a12-r325-v1	2026-04-01T11:00:18.728Z	challenger_running	basket	onboarding.alt_basket_1	basket_excess_calmar_after_cost_v1	discard	basket-challenger:onboarding.alt_basket_1:core-h5-p100-c2-cap22-a12-r325:v1	challenger_running-onboarding.alt_basket_1-20260401T110018727z-basket-core-h5-p100-c2-cap22-a0-r275-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	0.947954	1.008909	-0.060955	true	26.0479	13.5956	0	0	basket_policy_profile;profile_id=broader_core_same_breadth_lighter_cash_anchor_bias;candidate_family_id=core_low_cash_anchored;candidate_family_class=core_universe_capital_mix;anchor_basket=ai_infra;selection_universe=core_universe;top_n=5;starter_bias_pct=12;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=22;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=2;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=325	basket.sp500_core_v1	5	22						
challenger_running-onboarding.alt_basket_2-20260401T110018730z-basket-starter-h6-p100-c4-cap17-a0-r275-v1	2026-04-01T11:00:18.730Z	challenger_running	basket	onboarding.alt_basket_2	basket_excess_calmar_after_cost_v1	keep	basket-challenger:onboarding.alt_basket_2:starter-h6-p100-c4-cap17-a0-r275:v1	baseline-onboarding.alt_basket_2-20260401T110018699z-basket-baseline-v1	strategy_lab_program_v1	strategy_lab_evaluator_v1	research_bundle_v2	validation.monthly.2025_full_year_stress_v2	xstocks.ethereum.mainnet.core-v1	1	xstocks_public_api_v1	1.430037	1.362635	0.067402	true	23.5701	7.1957	3.1416	12.0086	basket_policy_profile;profile_id=trim_holdings;candidate_family_id=starter_breadth_trim;candidate_family_class=starter_reshaping;anchor_basket=us_tech_leaders;selection_universe=starter_only;top_n=6;starter_bias_pct=0;weighting_curve=signal_score_proportional;weight_exponent=1;cap_policy=single_name_max_weight_pct;max_weight_pct=17;cap_redistribution=redistribute_proportionally_to_uncapped_names;cash_sleeve=static_target_weight;cash_asset=AUSD;cash_weight_pct=4;rebalance_policy=absolute_drift_threshold_bps;rebalance_threshold_bps=275	basket.sp500_core_v1	6	17						
